total_skills_found,matched_skills_count,missing_skills_count,skill_match_percentage,project_count,experience_score,education_score,keyword_match_score,formatting_score,final_score,category
4,1,8,25.0,2,10.0,9,8,1,50,Average
2,0,14,0.0,4,4.0,7,7,0,38,Weak
23,1,7,4.3,5,8.0,10,0,5,45,Average
6,6,6,100.0,3,10.0,4,9,4,85,Good
20,1,1,5.0,1,1.0,10,3,0,22,Weak
2,0,10,0.0,2,9.0,9,5,2,37,Weak
5,0,0,0.0,1,11.0,9,5,1,32,Weak
4,0,12,0.0,3,3.0,4,9,5,39,Weak
18,10,12,55.6,1,8.0,10,2,5,53,Average
16,14,14,87.5,3,11.0,9,4,4,81,Good
12,9,4,75.0,3,0.0,10,0,2,60,Average
7,4,2,57.1,5,10.0,10,3,0,66,Average
4,0,4,0.0,2,4.0,3,0,1,20,Weak
15,12,11,80.0,5,6.0,10,6,0,74,Good
7,0,3,0.0,2,10.0,10,9,4,45,Average
15,10,13,66.7,4,0.0,4,5,0,56,Average
17,7,2,41.2,3,0.0,10,10,4,58,Average
21,19,0,90.5,4,7.0,7,10,5,85,Good
13,4,3,30.8,2,15.0,4,0,1,44,Average
2,1,11,50.0,4,0.0,4,5,4,53,Average
8,3,9,37.5,2,12.0,4,5,5,53,Average
21,11,5,52.4,2,1.0,3,4,2,43,Average
14,14,9,100.0,2,7.0,9,9,2,79,Good
16,12,9,75.0,4,6.0,9,4,1,70,Average
12,5,8,41.7,3,7.0,9,0,2,53,Average
5,2,7,40.0,0,1.0,7,6,5,35,Weak
22,16,1,72.7,4,12.0,4,2,3,70,Average
19,6,3,31.6,4,4.0,9,3,1,50,Average
24,4,7,16.7,0,12.0,10,5,3,37,Weak
21,10,2,47.6,5,10.0,3,7,4,63,Average
8,0,7,0.0,3,8.0,4,3,0,33,Weak
7,1,1,14.3,0,4.0,10,4,4,28,Weak
7,3,11,42.9,2,10.0,10,0,1,50,Average
23,19,1,82.6,5,15.0,10,4,1,83,Good
14,11,1,78.6,1,14.0,3,6,2,62,Average
12,3,9,25.0,5,14.0,7,6,3,60,Average
24,10,3,41.7,2,3.0,3,3,5,43,Average
15,2,5,13.3,1,9.0,10,0,1,31,Weak
22,17,4,77.3,2,6.0,7,6,1,63,Average
24,6,3,25.0,3,15.0,4,7,2,56,Average
3,3,11,100.0,4,15.0,3,0,5,83,Good
10,9,10,90.0,5,13.0,9,5,5,88,Excellent
18,13,3,72.2,1,2.0,10,1,2,50,Average
20,6,10,30.0,5,5.0,10,4,4,55,Average
5,5,10,100.0,3,11.0,10,7,5,91,Excellent
9,6,8,66.7,0,11.0,10,7,5,60,Average
14,9,8,64.3,5,5.0,9,7,4,71,Good
20,17,14,85.0,2,2.0,10,8,3,69,Average
4,4,6,100.0,3,2.0,10,2,5,77,Good
15,1,5,6.7,4,10.0,7,9,1,50,Average
8,7,8,87.5,0,7.0,9,3,2,56,Average
6,5,12,83.3,1,7.0,10,4,4,64,Average
13,2,10,15.4,4,13.0,3,8,0,50,Average
11,3,1,27.3,1,0.0,9,3,3,32,Weak
16,12,6,75.0,0,12.0,4,0,5,51,Average
9,2,11,22.2,0,4.0,3,7,1,24,Weak
20,9,3,45.0,4,14.0,3,7,4,66,Average
3,2,14,66.7,0,15.0,3,6,2,53,Average
21,14,12,66.7,0,8.0,10,1,5,51,Average
2,2,12,100.0,3,5.0,9,6,3,81,Good
18,2,1,11.1,0,3.0,3,2,0,12,Weak
9,2,8,22.2,3,2.0,9,6,4,48,Average
10,10,7,100.0,3,15.0,9,5,0,87,Excellent
2,1,9,50.0,3,3.0,7,8,1,57,Average
18,4,12,22.2,2,7.0,9,10,5,52,Average
5,1,5,20.0,4,7.0,10,2,5,52,Average
17,6,8,35.3,3,10.0,7,1,0,50,Average
18,10,10,55.6,2,13.0,9,6,2,64,Average
21,6,11,28.6,0,8.0,7,10,0,36,Weak
18,11,11,61.1,1,12.0,4,1,1,48,Average
8,4,5,50.0,0,9.0,10,5,5,49,Average
18,11,14,61.1,0,6.0,7,4,1,42,Average
20,3,0,15.0,1,2.0,9,3,3,29,Weak
9,6,7,66.7,1,3.0,9,7,4,56,Average
4,4,9,100.0,0,6.0,9,3,5,63,Average
22,3,0,13.6,1,0.0,9,5,2,27,Weak
5,1,6,20.0,3,5.0,9,9,4,53,Average
15,11,8,73.3,1,7.0,7,4,2,55,Average
7,4,9,57.1,1,7.0,9,0,0,45,Average
4,3,1,75.0,0,13.0,7,9,1,60,Average
19,11,4,57.9,0,15.0,4,3,4,49,Average
5,4,3,80.0,0,11.0,9,8,4,64,Average
17,10,9,58.8,2,1.0,10,8,3,58,Average
17,1,4,5.9,3,6.0,9,5,4,44,Average
3,3,8,100.0,4,11.0,9,0,4,84,Good
5,2,10,40.0,3,9.0,10,10,2,65,Average
20,1,11,5.0,3,7.0,4,7,1,39,Weak
13,5,2,38.5,5,6.0,3,4,5,53,Average
4,2,13,50.0,1,6.0,4,9,5,50,Average
24,2,2,8.3,4,9.0,9,8,0,49,Average
8,8,0,100.0,5,2.0,10,8,4,84,Good
2,0,0,0.0,3,8.0,7,1,0,34,Weak
23,7,3,30.4,5,3.0,9,6,5,55,Average
2,1,13,50.0,0,10.0,3,3,3,39,Weak
14,12,3,85.7,5,13.0,9,0,4,80,Good
24,18,10,75.0,3,8.0,9,3,4,72,Good
15,12,6,80.0,1,6.0,7,1,3,55,Average
15,3,0,20.0,0,15.0,9,1,1,34,Weak
10,9,6,90.0,4,10.0,7,7,4,84,Good
4,4,0,100.0,2,6.0,7,5,3,73,Good
15,7,7,46.7,1,0.0,9,4,3,41,Average
22,12,8,54.5,2,0.0,9,2,1,46,Average
4,0,7,0.0,5,3.0,4,8,0,35,Weak
22,17,4,77.3,2,3.0,4,6,3,59,Average
11,11,11,100.0,0,11.0,7,6,2,66,Average
14,7,8,50.0,1,8.0,4,2,3,43,Average
5,3,3,60.0,0,15.0,4,1,2,46,Average
16,8,6,50.0,4,8.0,4,1,5,58,Average
6,0,1,0.0,4,14.0,4,0,4,42,Average
8,5,13,62.5,5,8.0,7,10,2,72,Good
18,13,11,72.2,3,5.0,7,4,4,67,Average
3,3,4,100.0,4,11.0,9,7,3,90,Excellent
12,12,10,100.0,2,7.0,4,10,3,76,Good
15,7,10,46.7,3,4.0,10,10,3,64,Average
5,5,9,100.0,0,7.0,7,3,5,62,Average
8,4,0,50.0,3,10.0,9,5,1,63,Average
9,6,13,66.7,3,6.0,3,5,2,61,Average
17,10,14,58.8,0,11.0,3,0,1,39,Weak
24,24,14,100.0,3,15.0,7,8,3,91,Excellent
21,16,14,76.2,4,6.0,4,6,5,71,Good
6,0,13,0.0,2,4.0,7,4,3,30,Weak
2,0,11,0.0,3,6.0,3,6,1,34,Weak
3,1,0,33.3,1,13.0,7,8,5,52,Average
15,8,6,53.3,1,2.0,9,0,4,42,Average
5,4,3,80.0,0,15.0,9,7,2,65,Average
7,3,3,42.9,1,6.0,4,9,0,42,Average
21,11,12,52.4,4,13.0,4,7,2,67,Average
22,21,12,95.5,5,12.0,7,6,4,87,Excellent
21,7,7,33.3,3,12.0,7,0,3,53,Average
7,3,11,42.9,3,14.0,9,8,1,67,Average
16,9,1,56.2,3,2.0,4,8,0,54,Average
16,7,3,43.8,2,9.0,9,5,5,58,Average
6,6,12,100.0,2,1.0,10,6,2,71,Good
14,14,6,100.0,3,4.0,4,6,4,76,Good
14,7,8,50.0,4,0.0,10,1,2,53,Average
11,5,6,45.5,2,10.0,4,2,0,46,Average
19,11,3,57.9,3,9.0,4,8,2,64,Average
17,3,12,17.6,2,11.0,9,10,4,53,Average
14,6,11,42.9,1,2.0,9,2,2,38,Weak
18,4,10,22.2,1,5.0,7,4,3,34,Weak
19,2,5,10.5,0,10.0,4,10,2,30,Weak
15,1,9,6.7,2,13.0,3,1,2,34,Weak
8,5,14,62.5,4,14.0,10,2,1,72,Good
19,0,9,0.0,4,1.0,10,0,1,32,Weak
18,12,7,66.7,5,6.0,10,2,1,66,Average
24,10,4,41.7,0,0.0,7,6,4,34,Weak
5,2,7,40.0,4,13.0,10,3,2,64,Average
11,9,5,81.8,4,1.0,7,10,4,75,Good
23,12,9,52.2,2,13.0,3,9,1,59,Average
13,10,0,76.9,1,2.0,3,9,1,52,Average
23,17,2,73.9,2,0.0,4,7,5,58,Average
2,0,11,0.0,4,14.0,4,7,5,50,Average
2,0,5,0.0,5,7.0,10,5,2,44,Average
20,11,6,55.0,3,6.0,4,10,1,61,Average
10,10,8,100.0,3,10.0,9,1,4,82,Good
13,2,6,15.4,3,4.0,4,7,0,39,Weak
11,1,11,9.1,0,11.0,9,1,2,27,Weak
11,11,3,100.0,3,6.0,7,3,3,77,Good
23,23,11,100.0,0,4.0,3,2,4,53,Average
4,0,3,0.0,5,6.0,7,6,0,39,Weak
19,8,5,42.1,5,0.0,3,8,0,48,Average
22,14,8,63.6,3,4.0,10,0,1,58,Average
17,3,13,17.6,2,9.0,9,6,0,43,Average
11,3,3,27.3,4,2.0,10,2,3,48,Average
5,2,8,40.0,3,1.0,10,0,5,50,Average
17,11,0,64.7,4,10.0,4,4,1,65,Average
12,4,1,33.3,3,6.0,9,6,2,54,Average
5,2,11,40.0,1,2.0,3,2,1,30,Weak
10,3,10,30.0,0,11.0,10,4,0,37,Weak
24,18,5,75.0,1,12.0,9,10,4,71,Good
8,1,9,12.5,3,0.0,9,3,1,36,Weak
6,1,5,16.7,2,3.0,10,10,3,45,Average
17,4,4,23.5,3,5.0,10,9,4,55,Average
6,6,6,100.0,1,11.0,10,4,5,76,Good
23,22,4,95.7,5,1.0,3,6,1,69,Average
21,11,12,52.4,2,12.0,3,7,3,58,Average
24,3,6,12.5,5,5.0,10,5,5,50,Average
22,17,4,77.3,2,2.0,4,4,2,55,Average
7,3,8,42.9,2,13.0,7,3,0,52,Average
6,5,11,83.3,3,1.0,3,1,1,57,Average
9,3,4,33.3,1,2.0,9,0,4,34,Weak
12,12,14,100.0,1,15.0,10,3,4,78,Good
22,18,6,81.8,2,8.0,10,8,1,72,Good
18,4,9,22.2,4,7.0,7,2,1,46,Average
16,12,14,75.0,0,10.0,9,1,1,51,Average
22,6,6,27.3,2,10.0,7,3,1,44,Average
16,5,2,31.2,4,9.0,7,6,4,58,Average
10,2,11,20.0,4,0.0,7,2,5,42,Average
11,8,0,72.7,2,8.0,10,2,0,61,Average
13,3,6,23.1,0,4.0,4,1,4,22,Weak
4,3,14,75.0,0,12.0,7,3,4,56,Average
19,11,6,57.9,2,8.0,9,2,3,57,Average
17,13,10,76.5,4,1.0,7,9,5,73,Good
18,18,7,100.0,0,14.0,3,9,0,66,Average
14,0,3,0.0,5,4.0,4,4,4,36,Weak
20,20,4,100.0,4,4.0,9,0,0,73,Good
23,2,7,8.7,0,14.0,9,0,5,31,Weak
15,8,1,53.3,2,12.0,9,3,2,59,Average
12,4,6,33.3,1,13.0,10,5,0,47,Average
4,3,6,75.0,5,10.0,9,5,4,78,Good
19,14,12,73.7,3,14.0,7,3,4,75,Good
22,19,1,86.4,1,1.0,4,3,2,51,Average
18,7,12,38.9,1,9.0,4,3,1,39,Weak
21,20,6,95.2,3,4.0,10,5,0,75,Good
21,7,9,33.3,0,6.0,7,7,5,38,Weak
20,4,8,20.0,1,3.0,9,0,1,27,Weak
13,5,4,38.5,0,3.0,3,5,5,31,Weak
4,2,13,50.0,3,7.0,3,7,3,58,Average
2,2,3,100.0,4,14.0,4,7,4,89,Excellent
6,5,0,83.3,2,10.0,3,6,4,68,Average
11,2,11,18.2,0,5.0,9,5,5,31,Weak
19,6,9,31.6,2,6.0,9,7,0,47,Average
12,12,13,100.0,5,8.0,7,4,5,84,Good
2,1,6,50.0,1,3.0,4,6,0,39,Weak
6,1,0,16.7,0,8.0,7,3,5,30,Weak
24,24,0,100.0,0,11.0,3,4,1,59,Average
24,11,6,45.8,4,3.0,7,1,5,54,Average
10,10,3,100.0,0,9.0,3,3,0,55,Average
20,19,13,95.0,3,11.0,3,1,2,73,Good
18,17,1,94.4,5,8.0,3,2,3,74,Good
23,13,13,56.5,3,4.0,3,4,5,57,Average
22,18,3,81.8,2,8.0,7,5,0,65,Average
16,16,1,100.0,1,12.0,7,10,0,75,Good
11,3,4,27.3,0,3.0,9,0,3,26,Weak
16,0,2,0.0,0,9.0,7,9,0,25,Weak
9,3,6,33.3,5,10.0,3,3,4,53,Average
10,7,4,70.0,0,5.0,3,7,0,43,Average
16,9,7,56.2,0,6.0,9,7,5,49,Average
15,1,8,6.7,4,14.0,10,10,3,60,Average
15,8,0,53.3,2,5.0,4,1,5,48,Average
10,1,1,10.0,2,9.0,4,10,0,39,Weak
11,6,2,54.5,4,2.0,4,0,1,49,Average
2,1,2,50.0,3,14.0,4,9,2,67,Average
15,10,1,66.7,5,9.0,4,7,0,67,Average
15,6,4,40.0,2,12.0,7,5,0,52,Average
23,9,8,39.1,4,9.0,9,4,1,59,Average
13,9,4,69.2,5,5.0,9,1,4,67,Average
12,9,4,75.0,2,5.0,10,8,4,69,Average
3,3,7,100.0,1,11.0,4,8,0,69,Average
6,2,8,33.3,5,13.0,7,10,0,63,Average
9,4,4,44.4,1,2.0,4,8,3,41,Average
10,3,3,30.0,0,13.0,3,10,2,40,Weak
10,5,6,50.0,3,13.0,4,9,4,68,Average
11,1,0,9.1,5,1.0,4,4,1,34,Weak
19,8,7,42.1,0,1.0,7,7,2,34,Weak
5,1,14,20.0,5,11.0,3,2,1,45,Average
9,5,5,55.6,4,13.0,9,8,1,73,Good
5,5,1,100.0,5,6.0,10,6,4,86,Excellent
9,9,10,100.0,2,10.0,10,4,2,78,Good
17,8,1,47.1,1,15.0,3,6,3,52,Average
3,0,2,0.0,3,5.0,3,3,0,29,Weak
9,2,2,22.2,0,3.0,10,6,3,31,Weak
2,0,13,0.0,5,15.0,10,5,2,52,Average
23,18,14,78.3,3,4.0,7,3,5,68,Average
18,18,8,100.0,2,7.0,4,10,2,75,Good
7,4,9,57.1,3,7.0,7,0,0,55,Average
6,1,9,16.7,4,8.0,7,8,4,54,Average
4,0,9,0.0,3,4.0,10,2,0,34,Weak
12,12,8,100.0,5,10.0,7,2,5,84,Good
19,6,14,31.6,5,11.0,3,1,2,50,Average
15,1,10,6.7,5,3.0,9,1,4,40,Weak
22,4,1,18.2,3,7.0,9,1,3,45,Average
9,2,5,22.2,4,0.0,4,9,2,44,Average
8,5,14,62.5,1,3.0,3,10,3,50,Average
12,11,6,91.7,0,15.0,3,6,1,62,Average
6,1,3,16.7,2,8.0,10,0,0,37,Weak
24,17,13,70.8,5,9.0,7,9,4,77,Good
6,0,9,0.0,0,14.0,7,6,5,32,Weak
13,0,8,0.0,3,11.0,10,5,5,49,Average
14,0,6,0.0,1,12.0,3,10,1,32,Weak
3,3,1,100.0,2,11.0,4,4,2,73,Good
12,7,5,58.3,0,7.0,10,3,2,45,Average
12,10,6,83.3,4,10.0,7,8,4,82,Good
7,0,13,0.0,4,4.0,3,5,3,35,Weak
4,0,4,0.0,4,14.0,9,7,4,54,Average
3,3,2,100.0,4,2.0,3,7,5,77,Good
2,0,6,0.0,1,14.0,9,9,2,40,Weak
13,2,14,15.4,3,14.0,9,3,3,53,Average
4,2,7,50.0,0,2.0,10,0,3,35,Weak
24,15,5,62.5,2,11.0,7,5,5,65,Average
7,1,10,14.3,3,15.0,4,7,2,52,Average
17,8,9,47.1,4,9.0,10,8,1,67,Average
17,12,4,70.6,0,5.0,7,2,2,44,Average
13,6,14,46.2,4,14.0,9,8,3,72,Good
22,8,8,36.4,2,8.0,3,9,5,52,Average
4,0,0,0.0,5,1.0,9,8,4,42,Average
7,3,6,42.9,3,3.0,7,8,0,53,Average
7,6,13,85.7,3,10.0,4,10,3,79,Good
5,3,5,60.0,4,7.0,9,7,0,67,Average
8,8,8,100.0,4,3.0,3,4,2,72,Good
9,1,9,11.1,0,12.0,9,4,5,34,Weak
19,0,10,0.0,3,1.0,10,8,5,42,Average
8,4,13,50.0,0,3.0,7,2,0,32,Weak
22,4,2,18.2,2,7.0,3,6,0,35,Weak
19,11,7,57.9,4,0.0,7,6,4,60,Average
22,20,8,90.9,5,6.0,7,7,2,78,Good
4,1,2,25.0,1,14.0,7,4,2,43,Average
24,13,10,54.2,2,15.0,4,8,5,66,Average
16,11,1,68.8,3,13.0,9,0,5,73,Good
24,3,6,12.5,2,5.0,4,8,5,39,Weak
10,9,4,90.0,1,1.0,7,8,4,62,Average
23,4,2,17.4,1,13.0,7,9,5,47,Average
15,12,12,80.0,2,5.0,9,10,4,72,Good
3,2,3,66.7,3,11.0,9,3,5,73,Good
11,1,3,9.1,5,1.0,10,0,3,38,Weak
5,4,12,80.0,3,10.0,9,7,0,76,Good
23,4,13,17.4,2,9.0,9,0,4,41,Average
9,5,0,55.6,3,14.0,10,3,5,72,Good
7,7,4,100.0,4,1.0,4,7,1,73,Good
14,14,10,100.0,2,6.0,4,6,2,70,Average
11,10,11,90.9,2,15.0,7,6,3,79,Good
4,2,14,50.0,1,6.0,7,8,3,50,Average
20,11,8,55.0,5,10.0,9,1,4,66,Average
21,6,0,28.6,5,2.0,3,8,2,46,Average
19,18,13,94.7,1,11.0,3,6,5,69,Average
16,8,2,50.0,2,4.0,9,4,4,53,Average
11,9,1,81.8,1,9.0,10,5,5,68,Average
14,5,10,35.7,5,14.0,4,5,3,60,Average
13,10,9,76.9,0,10.0,4,6,0,51,Average
5,1,0,20.0,1,7.0,7,3,5,36,Weak
3,2,2,66.7,1,3.0,7,2,0,45,Average
7,0,8,0.0,3,5.0,3,1,1,28,Weak
12,1,3,8.3,1,13.0,7,3,1,33,Weak
5,2,10,40.0,3,3.0,10,2,1,50,Average
4,2,6,50.0,4,10.0,9,5,4,68,Average
21,15,8,71.4,4,7.0,10,10,2,78,Good
10,3,7,30.0,0,5.0,9,1,1,28,Weak
15,0,5,0.0,0,11.0,10,3,0,24,Weak
14,4,5,28.6,0,5.0,4,0,1,21,Weak
18,8,10,44.4,5,4.0,3,10,4,59,Average
19,10,7,52.6,3,8.0,3,7,4,61,Average
8,5,8,62.5,3,12.0,10,2,1,68,Average
21,5,8,23.8,4,13.0,9,4,0,56,Average
10,6,3,60.0,3,10.0,4,7,3,66,Average
21,13,13,61.9,1,10.0,10,10,4,65,Average
11,9,8,81.8,3,12.0,4,6,0,73,Good
4,2,10,50.0,4,4.0,7,2,4,57,Average
19,16,13,84.2,0,4.0,4,7,1,50,Average
2,0,13,0.0,3,7.0,3,7,1,36,Weak
19,14,10,73.7,2,10.0,4,7,3,65,Average
2,0,11,0.0,0,10.0,4,0,0,14,Weak
6,0,7,0.0,1,2.0,7,7,1,23,Weak
15,13,11,86.7,2,12.0,3,0,0,62,Average
23,11,4,47.8,2,5.0,4,9,1,50,Average
11,7,10,63.6,1,14.0,7,9,4,65,Average
4,3,1,75.0,3,11.0,4,6,1,70,Average
7,5,13,71.4,2,15.0,9,7,0,72,Good
22,5,3,22.7,2,10.0,9,0,1,41,Average
18,3,9,16.7,4,8.0,10,9,0,54,Average
4,0,0,0.0,0,3.0,10,2,3,18,Weak
10,9,2,90.0,2,6.0,4,2,5,65,Average
8,2,14,25.0,0,13.0,9,7,1,40,Weak
6,4,12,66.7,5,6.0,9,10,4,76,Good
21,10,3,47.6,1,0.0,7,5,2,39,Weak
16,2,1,12.5,4,3.0,9,5,0,42,Average
6,2,12,33.3,1,9.0,3,6,4,41,Average
16,1,14,6.2,1,10.0,4,3,1,26,Weak
11,2,2,18.2,3,15.0,10,6,3,59,Average
3,0,9,0.0,4,14.0,10,10,3,57,Average
12,10,4,83.3,1,8.0,3,4,3,57,Average
6,3,11,50.0,1,8.0,7,8,0,49,Average
7,7,6,100.0,5,12.0,4,8,1,85,Good
22,10,1,45.5,1,0.0,3,9,4,40,Weak
18,3,4,16.7,1,9.0,3,7,5,37,Weak
5,3,8,60.0,4,7.0,7,10,0,68,Average
21,20,11,95.2,0,12.0,9,7,2,68,Average
15,8,0,53.3,5,12.0,7,10,5,75,Good
22,0,14,0.0,5,10.0,4,7,1,42,Average
19,6,9,31.6,5,10.0,9,9,2,63,Average
9,9,13,100.0,1,11.0,9,9,5,80,Good
14,7,13,50.0,0,9.0,10,10,5,54,Average
14,14,2,100.0,2,3.0,4,6,3,68,Average
18,9,1,50.0,2,4.0,4,7,4,51,Average
7,0,11,0.0,5,11.0,7,10,3,51,Average
9,8,2,88.9,3,9.0,7,4,1,75,Good
7,6,2,85.7,5,3.0,7,1,5,70,Average
8,6,7,75.0,4,14.0,10,9,0,83,Good
5,5,13,100.0,4,15.0,3,6,0,84,Good
2,0,11,0.0,0,10.0,7,4,3,24,Weak
23,21,7,91.3,0,3.0,7,7,5,59,Average
3,0,2,0.0,0,15.0,4,0,4,23,Weak
22,22,5,100.0,3,3.0,9,5,4,79,Good
2,0,10,0.0,1,6.0,10,2,2,26,Weak
19,11,2,57.9,5,13.0,7,3,2,68,Average
9,7,7,77.8,0,8.0,3,10,2,54,Average
13,1,0,7.7,5,3.0,3,6,1,36,Weak
8,0,4,0.0,4,1.0,7,1,2,31,Weak
13,11,3,84.6,0,5.0,9,4,0,52,Average
12,0,10,0.0,0,10.0,4,2,1,17,Weak
14,9,13,64.3,2,11.0,4,10,5,68,Average
11,11,2,100.0,2,3.0,10,3,4,72,Good
14,9,11,64.3,1,2.0,3,3,0,40,Weak
20,10,9,50.0,3,11.0,3,3,1,56,Average
11,5,14,45.5,0,2.0,3,1,1,25,Weak
10,7,13,70.0,0,1.0,10,8,1,48,Average
5,3,1,60.0,4,7.0,7,6,4,68,Average
10,5,11,50.0,5,9.0,3,4,5,61,Average
4,0,8,0.0,1,3.0,4,4,4,21,Weak
6,4,1,66.7,5,3.0,10,7,2,69,Average
23,17,3,73.9,2,3.0,9,1,0,55,Average
4,3,13,75.0,2,5.0,4,10,0,61,Average
13,1,8,7.7,0,0.0,4,6,4,17,Weak
21,15,5,71.4,2,0.0,3,2,4,50,Average
23,17,4,73.9,2,5.0,9,5,3,64,Average
5,1,12,20.0,3,0.0,3,9,3,41,Average
5,5,4,100.0,0,5.0,4,1,5,55,Average
10,5,2,50.0,1,9.0,4,5,4,48,Average
14,7,8,50.0,2,0.0,9,6,0,47,Average
24,18,14,75.0,0,9.0,9,8,2,58,Average
6,3,2,50.0,0,9.0,9,6,0,44,Average
5,3,3,60.0,3,9.0,4,8,2,65,Average
7,2,7,28.6,5,10.0,4,8,3,56,Average
22,21,2,95.5,3,12.0,4,9,1,82,Good
2,2,9,100.0,0,1.0,3,3,0,47,Average
10,1,3,10.0,5,2.0,9,7,2,44,Average
4,3,1,75.0,3,5.0,7,2,3,65,Average
5,0,3,0.0,4,11.0,7,9,4,51,Average
23,8,13,34.8,1,13.0,10,10,0,53,Average
2,2,14,100.0,3,14.0,3,3,1,79,Good
9,1,7,11.1,0,9.0,10,6,4,33,Weak
23,9,6,39.1,3,6.0,9,9,4,62,Average
15,3,12,20.0,1,6.0,4,0,5,29,Weak
3,2,2,66.7,5,0.0,9,7,4,67,Average
12,6,9,50.0,0,7.0,9,9,5,50,Average
24,14,10,58.3,3,8.0,4,9,3,65,Average
11,11,10,100.0,0,3.0,4,2,5,54,Average
14,7,3,50.0,4,12.0,10,8,2,72,Good
14,11,10,78.6,2,12.0,3,8,5,71,Good
17,1,9,5.9,5,4.0,3,0,2,31,Weak
6,1,13,16.7,3,14.0,9,7,2,57,Average
21,20,2,95.2,2,1.0,10,6,4,71,Good
24,21,9,87.5,0,14.0,7,10,2,68,Average
5,3,12,60.0,3,12.0,3,0,0,57,Average
20,7,4,35.0,2,3.0,7,10,5,51,Average
20,4,11,20.0,0,10.0,4,6,2,30,Weak
19,17,1,89.5,3,4.0,10,3,5,76,Good
10,8,10,80.0,1,12.0,9,4,2,65,Average
12,3,9,25.0,1,2.0,4,8,5,35,Weak
21,12,2,57.1,0,3.0,9,10,3,48,Average
5,3,0,60.0,2,4.0,9,3,4,56,Average
21,10,11,47.6,1,3.0,9,10,4,51,Average
23,22,3,95.7,0,5.0,4,6,1,54,Average
17,2,7,11.8,2,9.0,7,2,4,39,Weak
9,2,0,22.2,1,10.0,3,6,5,39,Weak
14,1,14,7.1,0,8.0,7,8,3,29,Weak
3,2,8,66.7,2,3.0,4,0,5,51,Average
23,15,13,65.2,0,3.0,7,0,5,41,Average
9,9,2,100.0,5,14.0,10,0,3,87,Excellent
3,2,3,66.7,2,4.0,10,6,2,61,Average
20,3,9,15.0,5,1.0,7,0,5,39,Weak
17,8,9,47.1,5,7.0,9,10,1,66,Average
16,1,11,6.2,5,0.0,3,1,3,29,Weak
3,2,13,66.7,3,5.0,7,0,4,61,Average
19,13,12,68.4,2,13.0,9,2,5,68,Average
16,14,2,87.5,4,4.0,9,8,1,77,Good
20,7,4,35.0,0,11.0,10,9,0,44,Average
21,6,13,28.6,5,7.0,7,2,2,49,Average
6,0,8,0.0,1,5.0,10,5,5,31,Weak
6,2,13,33.3,0,10.0,10,8,3,44,Average
23,11,8,47.8,1,9.0,7,8,0,49,Average
14,11,0,78.6,1,5.0,3,1,0,46,Average
12,9,7,75.0,0,3.0,4,9,2,48,Average
8,1,12,12.5,4,14.0,9,9,2,59,Average
16,4,9,25.0,0,2.0,7,8,0,27,Weak
19,10,1,52.6,5,15.0,10,5,2,73,Good
2,1,3,50.0,2,7.0,10,4,2,55,Average
14,0,12,0.0,4,15.0,3,9,1,48,Average
24,21,14,87.5,2,5.0,10,9,1,72,Good
8,6,11,75.0,0,9.0,4,5,3,51,Average
8,4,1,50.0,1,9.0,10,8,5,58,Average
